,Comment
1358,"['ribka', 'ciptaning', 'lh', 'utk', 'rakyat', 'dn', 'bangsa', 'ri', 'kn', 'jabat', 'kantor', 'gaji', 'mu', 'milik', 'rakyat']"
1359,"['ah', 'jokowi', 'tk', 'perca', 'yg', 'janji', 'pagi', 'tdk', 'siang', 'bohong', 'minum', 'sejuk', 'jokowi', 'jokowi', 'blg', 'tdk', 'rangkap', 'jabat', 'pagi', 'siang', 'jokowi', 'bri', 'luhut', 'ranglap', 'jabat', 'maritin', 'dg', 'rubing', 'jokowi', 'ni']"
1360,"['bu', 'setab']"
1361,"['rapat', 'mati', 'dengar', 'bosssrezim', 'udah', 'congean']"
1362,"['jokowi', 'mhon', 'perintah', 'kpk', 'idham', 'azis', 'siram', 'air', 'keras', 'novel', 'baswedan', 'telusur', 'karna', 'sangka', 'aman', 'kpk', 'anggota', 'polri', 'aktif', 'tinggal', 'usut', 'dalang', 'cerita', 'film', 'kolosal']"
1363,"['bpjs', 'bikin', 'jebat', 'senang', 'rakyat', 'bpjsbeli', 'pupuk', 'susah', 'langka', 'pupuk']"
1364,"['ulama', 'yg', 'erti', 'hukum', 'syariah', 'pabila', 'biaya', 'sehat', 'kelola', 'dgn', 'ribawi', 'hukum', 'haramdi', 'haram', 'haram', 'aja', 'akal', 'an', 'oknum', 'yg', 'tangan', 'si', 'pasien', 'kamar', 'penuh', 'lahobat', 'tanggung', 'bpjs', 'bayar', 'iur', 'si', 'serta', 'cekokin', 'dgn', 'atur', 'denda', 'lahnaik', 'iur', 'lahpokoke', 'tete', 'bengektete', 'parutete', 'kucingkalo', 'negri', 'kaya', 'alam', 'rakyat', 'fakir', 'rasa', 'nikmat', 'negri', 'yg', 'kaya', 'perut', 'bumi', 'indonesia', 'inireformasi', 'hnya', 'hasil', 'batil', 'rakyat']"
1365,"['bpjs', 'president', 'sakit']"
1366,['ngeri']
1367,"['negri', 'tindas', 'rakyat']"
1368,"['dewan', 'direksi', 'komisaris', 'ganti', 'nga', 'inovatif', 'liat', 'rapat', 'aja', 'dirut', 'tdk', 'kuasa', 'data', 'mekanisme', 'bpjs']"
1369,"['milih', 'bu', 'dpr', 'yg', 'lgsg', 'ks', 'krt', 'milih', 'alas', 'kelit', 'rezim', 'curang', 'gmn', 'crx', 'bs', 'korup']"
1370,"['bpjs', 'denger', 'suara', 'rakyat', 'suara', 'kuasa', 'turun', 'jgn', 'ganti', 'bensin', 'ngk', 'turun', 'turun', 'tu']"
1371,"['suka', 'naikin', 'prsiden', 'yg', 'angka']"
1372,"['data', 'laa', 'tpi', 'blm', 'dikasij', 'kartu']"
1373,"['cakep', 'ni', 'anggota', 'dpr', 'semangat', 'buk', 'lantang', 'suara']"
1374,"['allah', 'alhamdulillah', 'hati', 'mu', 'bu']"
1375,[]
1376,"['ass', 'masarakat', 'indonesia', 'tutup', 'kartu', 'bpjs', 'mati', 'bayar', 'mati', 'aja', 'bayar', 'tutup', 'rakyat', 'tdk', 'bayar', 'la', 'go', 'bpjs', 'bubar']"
1377,"['coba', 'pikir', 'ribka', 'negara', 'makmur']"
1378,"['yg', 'hormat', 'dpr', 'komisi', 'ri', 'obat', 'yg', 'sehaga', 'triliun', 'distribusi', 'rumah', 'sakit', 'bukti']"
1379,"['smoga', 'wakil', 'rakyat', 'pola', 'pikir', 'sperti', 'ribka', 'yg', 'bener', 'juang', 'hak', 'warga', 'negara', 'smangat', 'bu', 'dlm', 'juang', 'hak', 'rakyat', 'salut', 'ribka']"
1380,"['cerita', 'ajnegara', 'kayatp', 'ngra', 'yg', 'mnkmatirakyat', 'melarat', 'ny', 'bnyk', 'omong']"
1381,"['sdh', 'koar', 'ttp', 'jg', 'nama']"
1382,"['pks', 'yg', 'tolak']"
1383,"['lalala', 'tai']"
1384,"['bicara', 'wakil', 'rakyat', 'duduk', 'bahas', 'bicara', 'kait', 'layan', 'sehat', 'masyarakat', 'rumahsakit', 'puskesmas', 'yg', 'bpjs', 'mandiri', 'kis', 'fakta', 'lapang', 'yg', 'sesuai', 'dgn', 'harap', 'layan', 'obat', 'obat', 'yg', 'penuh', 'sesuai', 'dgn', 'perintah', 'uu', 'negara']"
1385,"['sidang', 'sih', 'hebatapalagi', 'mbak', 'ningtapi', 'tdk', 'berubahmaka', 'gak', 'sidang', 'sidang', 'yg', 'boros', 'uang', 'rakyat']"
1386,"['bubarin', 'aja', 'klo', 'ga', 'becus', 'kelola', 'pimpin']"
1387,"['yg', 'ga', 'bener', 'ga', 'pimpin', 'copot', 'pecat', 'aja']"
1388,['bpjs']
1389,"['bpjs', 'tau', 'cuman', 'uang', 'pesertatentang', 'layan', 'gak']"
1390,"['perintah', 'bisnis', 'rakyat', 'ih', 'najis']"
1391,"['bongkar', 'aja', 'anggar', 'abal', 'sekrng', 'emang', 'kalo', 'biarin']"
1392,"['salut', 'lajutkan', 'bela']"
1393,"['rumah', 'sakit', 'tingkat', 'layan']"
1394,"['kpk', 'telusur', 'aggaran', 'yg', 'abal', 'abal', 'yg', 'tetungakap', 'bpak']"
1395,"['tpi', 'fakta', 'uiran', 'bpjs', 'tuh', 'gimn', 'nih', 'bpak', 'hehe']"
1396,"['implementasi', 'kritik', 'awas', 'bpakibu', 'aleg', 'pd', 'bahas', 'atur', 'undang', 'undang', 'yg', 'regulasi', 'bijak', 'publik', 'olh', 'eksekutif']"
1397,"['mudah', 'koruptor', 'kena', 'pirus', 'korona', 'mati', 'sekeluaga', 'sampe', 'akar', 'aamiin']"
1398,"['br', 'wakil', 'rakyat', 'hayo', 'yg', 'klo', 'bgni', 'aleg', 'mah', 'eksekutif', 'nda', 'bs', 'kutip']"
1399,"['yg', 'belah', 'abidin', 'rapat', 'maenan', 'hp', 'aja', 'ngupilmalu', 'bu', 'bu', 'sm', 'rakyat']"
1400,"['lha', 'sklrg', 'sdh', 'aj', 'gak', 'dpt', 'kartu', 'cm', 'dpt', 'fotokopi', 'tanda', 'serta']"
1401,"['kis', 'jawa', 'obat', 'batam', 'riau', 'laku', 'ngak', 'menteri', 'sehat', 'coba']"
1402,"['pakai', 'bpjs', 'layan', 'qa', 'beccus', 'bikin', 'rakyat', 'derita']"
1403,"['tah', 'dengar', 'tri', 'ribka', 'bela', 'rakyat', 'tri', 'ngomongnya', 'ko', 'belit']"
1404,"['bpjs', 'peras', 'rakyat', 'murah', 'biar', 'masarakat', 'udah', 'yaaaahhh', 'naikanintinya', 'bisnis', 'sehat']"
1405,"['ngga', 'butuh', 'miskin', 'ah']"
1406,[]
1407,"['dana', 'bpjs', 'ujungx', 'utk', 'kampanyedan', 'utk', 'korupsikasus', 'bpjs', 'thn', 'lalubelum', 'selesaiapalgi', 'boro', 'naikkanrakyat', 'miskin', 'sejahtrabanyak', 'pengangguransurvei', 'perintah', 'rakyat', 'miskin', 'yg', 'anggur', 'kesalahnutk', 'penting', 'tertentutolong', 'perintah', 'cek', 'lapang']"
1408,"['coba', 'tri', 'ksehatan', 'dirut', 'dn', 'pegawai', 'pbjs', 'skali', 'samar', 'brobat', 'drmh', 'sakit', 'rakyat', 'miskinpsti', 'klian', 'bsa', 'liat', 'tau', 'bgaimana', 'rmh', 'sakit', 'layan', 'rakyat', 'miskin', 'jgn', 'cmn', 'bsa', 'bpjs', 'aja']"
1409,"['gila', 'masyarakat', 'bpjs', 'aja', 'bunuh', 'rakyay', 'pelan', 'makan', 'aja', 'susah', 'mai', 'bpjs', 'bpkibu', 'dpr', 'tolong', 'juang', 'rakyat']"
1410,"['bubar', 'bpjs', 'uud']"
1411,"['tolak', 'naik', 'bpjs', 'sehat', 'rakyat', 'indonesia', 'apa', 'alas', 'mutlak', 'mnjadi', 'tanggung', 'negara']"
1412,"['sy', 'percaya', 'pa', 'koko', 'jujur', 'tida', 'ngurus', 'negara', 'ataw', 'tida', 'ngerti', 'beliaw', 'pigur', 'bisik', 'bisik', 'istana', 'sy', 'klw', 'rt', 'tida', 'ngurus', 'rakyat', 'hancur', 'mending', 'mundur', 'syklw', 'pintar', 'ngomong', 'tau']"
1413,"['wouoownonton', 'film', 'kartun', 'ach']"
1414,"['nama', 'wakil', 'rakyat', 'bangga', 'maskot', 'komisi', 'ix']"
1415,"['dewas', 'bpjs', 'bayar', 'bayar', 'bpjs', 'jeruk', 'makan', 'jeruk']"
1416,"['dokter', 'rangkap', 'profesiprofesi', 'malingpasin', 'lahir', 'lapor', 'sesarpasen', 'dapet', 'jtkalau', 'pasen', 'milyar', 'dapetmaling']"
1417,"['cocok', 'dgn', 'bu', 'riska', 'zemoga', 'bu', 'riska', 'umur', 'amiin']"
1418,"['purna', 'tugas', 'pns', 'thfaskes', 'kartu', 'kuning', 'tdk', 'pakaisatu', 'ct', 'scan', 'rumah', 'sakit', 'suruh', 'nunggu', 'bulanya', 'gak', 'says', 'terus', 'pns', 'gol']"
1419,"['pancasila', 'sila', 'adil', 'sosial', 'rakyat', 'indonesia', 'bansos', 'blm', 'bbm', 'blm', 'turun', 'bpjs', 'rakyat', 'rumah', 'tki', 'china', 'bebas']"
1420,"['kapok', 'lu', 'menkesnya', 'ga', 'berani', 'bicara', 'menkes', 'abal', 'produk', 'cina']"
1421,"['ganti', 'menteri', 'dirut', 'bpjsnya', 'bubar', 'bpjs', 'bpjs', 'peras', 'rakyat', 'saat', 'anak', 'sakit', 'rumah', 'sakit', 'alas', 'klasik', 'ruang', 'penuh', 'tinggal', 'dunia', 'kasih', 'tau', 'ruang', 'tinggal', 'ruang']"
1422,"['menteri', 'plongacara', 'plongo', 'pecat', 'sajatiap', 'ganti', 'presiden', 'ubah', 'ngatur', 'negara', 'srmua', 'tumpang', 'tindih', 'birokrasiisinnya', 'cuman', 'maling', 'maling']"
1423,"['moga', 'pimpin', 'hati', 'mending', 'bubar', 'bpjs', 'nunggak', 'iur', 'kejar', 'hutang', 'ga', 'pakai', 'bpjs']"
1424,"['birokrasi', 'indonesia', 'kayak', 'atur', 'ojek', 'semprawut']"
1425,"['anjing', 'tipu', 'rakyatlagi', 'ekting']"
1426,"['sy', 'tuju', 'bu', 'ribka', 'smg', 'pdip', 'kritik', 'perintah', 'sandiwara']"
1427,"['dpr', 'klw', 'rapat', 'kayknya', 'serius', 'banget', 'yg', 'usaha', 'yg', 'gagal']"
1428,"['keluar', 'bpjs', 'bpjs', 'bayar', 'brokalau', 'sekian', 'tahun', 'sakit', 'bayarngenaki', 'gak', 'enak', 'bpjs', 'ituyang', 'nyembuhkan', 'sakit', 'dokter', 'bpjscuma', 'allah', 'sembuh', 'sakit', 'kitasaya', 'alami', 'sakit', 'sembuh', 'sm', 'allah', 'alhamdulilah', 'sembuh', 'sakit', 'karna', 'allahjadi', 'bodoh', 'perun', 'dokter']"
1429,"['bpjs', 'badan', 'peras', 'jaring', 'sosial']"
1430,"['tlng', 'awas', 'obat', 'kesmas', 'kadang', 'kosong', 'suruh', 'beli', 'apotek']"
1431,"['bpjs', 'paskes', 'bikin', 'engga', 'suruh', 'engga', 'karna', 'kerjasekarang', 'engga', 'bayar', 'hari', 'aja', 'susah', 'pkbu']"
1432,"['izin', 'pimpin', 'dus', 'fulus', 'dollar', 'singaparna', 'dalam', 'tulis', 'buat', 'tikar', 'asli', 'tasik', 'rambah', 'ilalang', 'bahan', 'baku', 'legal', 'utk', 'keluar', 'uu', 'rambah', 'tebang', 'yg', 'hijau', 'lahan', 'tandus', 'tambah', 'pimpin', 'masyarakt', 'protes', 'keluar', 'uu', 'utk', 'laku', 'tahan', 'enak', 'perut', 'pimpin', 'uang', 'jaddah', 'bagi', 'uu', 'tsb', 'undang']"
1433,"['imam', 'dr', 'sy', 'tdkminat', 'dgn', 'bpjs', 'sprt', 'ahirnya', 'diperessss', 'azab', 'allah', 'lagsung', 'org', 'yg', 'dxolim', 'kpd', 'org', 'miskin', 'taubat', 'lahhhh']"
1434,"['mantap', 'ribka']"
1435,"['dokter', 'bisnis', 'dukung', 'bunda']"
1436,"['bunda', 'bpjs', 'jgn']"
1437,"['bu', 'dpr']"
1438,"['kalu', 'cari', 'uang', 'dr', 'rakyat', 'bubar', 'bpjs', 'smga', 'allah', 'swt', 'azab', 'yg', 'pedih', 'manusia', 'yg', 'cari', 'untung', 'dgn', 'peras', 'rakyat', 'bpjs']"
1439,"['sandiwara', 'pimpin', 'sejati', 'korban', 'korban', 'rindu', 'sosok', 'khalifah', 'abu', 'bakar', 'umar', 'bin', 'khattab', 'sbg', 'pimpin', 'sejati']"
1440,"['trus', 'wakil', 'rakyat', 'pda', 'ngapaiiiiinktauan', 'rkyat', 'lgi', 'brmsalah', 'dgn', 'pmrintah', 'knp', 'pd', 'diem', 'ajalbrak', 'pmrintahjgn', 'bsanya', 'bkin', 'kisruhanggota', 'bnyak', 'ngapaiiin', 'ajapkh', 'msih', 'pntas', 'sbt', 'wakil', 'rakyat']"
1441,"['ayu', 'suara', 'benar', 'dinegri', 'takut', 'bongkar', 'bohong', 'curang', 'negri', 'hak', 'hak', 'batil', 'batil', 'takut', 'bangsa', 'indonesia', 'hancur', 'bangsa', 'tampa', 'kecuali', 'lawan', 'skrg', 'bukti', 'suka', 'teriak', 'nkri', 'pancasila', 'peduli', 'rakyat', 'sang', 'penghianat', 'bangsa', 'sungguh', 'musuh', 'pancasila', 'agama', 'bakar', 'kalimat', 'tauhid', 'jenggot', 'celana', 'cingkrang', 'radikal', 'kuasa', 'bebas', 'napi', 'saat', 'timsus', 'anak', 'muda', 'rezim', 'manfaat', 'jabat', 'pandemik', 'corona', 'rakyat', 'gak', 'pulang', 'kampung', 'masuk', 'tka', 'china', 'indonesia', 'abk', 'intimidasi', 'siksa', 'buang', 'laut', 'kapal', 'china', 'harga', 'minyak', 'bumi', 'turun', 'bensin', 'gak', 'turun', 'bpjs', 'naikin', 'ketua', 'ma', 'gak', 'tuju', 'pecat', 'skrg', 'bukti', 'musuh', 'pancasila', 'agama', 'chinakomunis', 'indonesia', 'antek', 'komunis', 'teriak', 'nkri', 'pancasila', 'tampa', 'kecuali', 'abu', 'janda', 'ngabalin', 'ade', 'ermando', 'deny', 'siiregar', 'dwi', 'tanjunh', 'tri', 'persiden', 'klo', 'curang', 'gak', 'peduli', 'nasib', 'bangsa', 'negara', 'antek', 'china', 'tindak', 'hukum', 'gak', 'tebak', 'pilih', 'takut', 'kuasa', 'rakyat', 'takut', 'bongkar', 'curang', 'bohong', 'negri', 'cinta', 'merdeka']"
1442,"['bu', 'ning', 'mantap']"
1443,"['contoh', 'program', 'rencana', 'tuju', 'utama', 'citra']"
1444,"['tinggal', 'aja', 'bayar', 'bpjsselesairejim', 'bangsat', 'sengsara', 'rakyatanjingharus', 'lengserkanbukan', 'bacot', 'doang']"
1445,"['pns', 'gol', 'iv', 'yg', 'klas', 'tp', 'gpp', 'sama', 'dg', 'yg', 'obat', 'lengkap', 'sdh', 'klas', 'tp', 'obat', 'gk']"
1446,"['tuju', 'rs', 'gak', 'kelas']"
1447,"['dokter', 'tuju', 'dapat', 'ribka']"
1448,"['lompat', 'lompat', 'gaji', 'bpjs', 'yg']"
1449,"['tuju', 'copot', 'dirut', 'bpjs', 'ganti', 'menkesnya', 'like']"
1450,"['bpjs', 'akal', 'perintah', 'peras', 'rakyat', 'indonesia']"
1451,"['koq', 'akun', 'dpr', 'ri', 'youtube', 'praksi', 'pdip', 'aja']"
1452,"['iur', 'bpjs', 'layan', 'buruk', 'maklum', 'rsnya', 'gak', 'bayar', 'uang', 'mana', 'dpr', 'wakil', 'rakyat', 'nuwun', 'inggih', 'aja', 'putus', 'perintah', 'negara', 'kacau', 'rakyat', 'anggur', 'rakyat', 'suruh', 'diam', 'rumah', 'larang', 'mudik', 'tki', 'gak', 'pulang', 'tp', 'asing', 'aseng', 'ber', 'bondong', 'msk', 'indonesia', 'kerja', 'kasar']"
1453,"['iur', 'naik', 'gaji', 'dirut', 'karyawan', 'bangun', 'sumber', 'premiiuran', 'sehat', 'waduuuh', 'dak', 'nurani', 'rakyat', 'tolak', 'ooooh', 'negeri']"
1454,[]
1455,"['klo', 'rakyat', 'pya', 'unek', 'lgin', 'ngadu', 'dpr', 'wa', 'ne', 'piro', 'bu', 'spy', 'masyarakt', 'bs', 'tukr', 'info', 'info', 'sgala', 'psoalan', 'yg', 'lg', 'rame', 'masyarakt', 'ttag', 'mentriy', 'jkw']"
1456,"['suami', 'gaji', 'rb', 'keluarga', 'serta', 'bpjs', 'mandiri', 'kls', 'bpjs', 'pindah', 'kelas', 'iii', 'alas', 'mahal', 'keluarga', 'sayang', 'bpjs', 'pindah', 'kls', 'serta', 'mandiri', 'hitung', 'tahun', 'alas', 'nunggu', 'tahun']"
1457,"['aja', 'pergi', 'bpjs', 'mendaftarkn', 'dirikita', 'gratis', 'gak', 'yg', 'gerat', 'dr', 'bpjs', 'miskin']"
1458,"['yg', 'sederhana', 'tetangga', 'nama', 'politikus']"
1459,"['yg', 'main', 'hpdigaji', 'leh', 'rakyat']"
1460,"['bbjs', 'klas', 'blum', 'naikter', 'nyata', 'apaabohong']"
1461,"['alam', 'pribadi', 'bpk', 'rumah', 'sakitbpk', 'bpjs', 'kls', 'eh', 'taruh', 'kls', 'dgn', 'alas', 'kamar', 'penuhselalu', 'aja', 'jawab', 'samasampe', 'bpk', 'rumah', 'sakit', 'kls', 'coba', 'posko', 'adu', 'bpjssaya', 'melaporkanbegini', 'nasib', 'susah']"
1462,"['joko', 'gendengjoko', 'edan', 'susah', 'sulit', 'sperti', 'naik', 'iur', 'bpjssi', 'joko', 'btul', 'btul', 'dungu', 'si', 'joko', 'mncekik', 'mmeras', 'rakyat']"
1463,"['bpjs', 'in', 'gk', 'bergunaknp', 'sy', 'bilang', 'gk', 'brgunaknp', 'sy', 'blang', 'gk', 'brgunaayah', 'sakitdn', 'pon', 'sakit', 'kangker', 'otak', 'llu', 'msuk', 'rmh', 'skitdn', 'sodor', 'kn', 'krtu', 'bpjstpi', 'ap', 'yg', 'trjadiplayanan', 'rumah', 'skit', 'peduligk', 'tauknp', 'sy', 'blg', 'bgtukrn', 'cm', 'kt', 'sj', 'opersitpitpi', 'operasi', 'gk', 'ad', 'kepastiansllu', 'blg', 'nantismp', 'ayh', 'sy', 'bosan', 'rmh', 'sktalias', 'pulangdn', 'ggl', 'tindak', 'lanjutintb']"
1464,"['gue', 'senang', 'banget', 'gebrak', 'yg', 'ribka']"
1465,"['anggota', 'dewan', 'hormat', 'kartu', 'bpjs', 'rayat', 'miskin', 'sulita', 'iur', 'bpjs', 'naik', 'rat', 'dagang', 'ega', 'usaha', 'ega', 'iur']"
1466,"['koarkoar', 'aja', 'anggota', 'dpr', 'bukti', 'bela', 'rakyat', 'pilihtetap', 'iur', 'bpjs']"
1467,"['ruang', 'tongkrong', 'dewan', 'penghiatan', 'rakyatlagi', 'ngerumisama', 'gak', 'guna']"
1468,"['ngomong', 'doang', 'eksen', 'basa', 'basi', 'sok', 'pro', 'rakyat']"
1469,"['menteri', 'plongok']"
1470,"['mslh', 'hak', 'yg', 'tdk', 'berikanurusan', 'dunia', 'mah', 'jd', 'uji', 'yg', 'trdzolimi', 'lbh', 'berat', 'lg', 'pd', 'akhirx', 'yg', 'mndzolimi', 'tdk', 'mmberikan', 'hak', 'ats', 'jasa', 'yg', 'shrusx', 'dptkn', 'dng', 'layakso', 'mslh', 'kecilx', 'gotong', 'royojg', 'yg', 'beriknnmx', 'prikemanusiaan', 'dr', 'lubuk', 'hati', 'yg', 'dalambukan', 'utk', 'harga', 'krn', 'ap', 'yg', 'sdh', 'dpt', 'dng', 'mnghitung', 'materi', 'yg', 'kluarkn', 'slm', 'mnjd', 'yg', 'hebathebat', 'sbnrx', 'allah', 'dr', 'nawaitux', 'niatx', 'dr', 'hati', 'tuh']"
1471,"['yg', 'miris', 'brdasarkn', 'dr', 'orng', 'sktr', 'tmn', 'pelayananx', 'yg', 'sngat', 'kacaummbedakan', 'antra', 'bpjs', 'yg', 'byr', 'cashpngalaman', 'sy', 'byr', 'cash', 'aj', 'prlakukn', 'tdk', 'kasaraplg', 'yg', 'pke', 'bpjs', 'sbnrx', 'awat', 'yg', 'dikte', 'keras', 'utk', 'mnjd', 'abdi', 'msyarakat', 'yg', 'amanah', 'dng', 'lemah', 'lembut', 'mngatasi', 'tugasx', 'wlu', 'ad', 'mslh', 'pekerjaancontohsenyum', 'trhdp', 'yg', 'dtng', 'brobat', 'krng', 'adasalam', 'pnyambutan', 'utk', 'yg', 'brobat', 'jg', 'tdk', 'adpdhl', 'klo', 'mrk', 'mnyalami', 'dng', 'santun', 'senyumanotomatis', 'si', 'pnderita', 'yg', 'brobat', 'sdkt', 'trsembuhkn', 'dng', 'sapa', 'dr', 'mrkbukan', 'kah', 'awat', 'medis', 'mncontohkn', 'yg', 'bgi', 'msyarakat', 'kerjamslh', 'mslhjng', 'bw', 'kerja', 'donk', 'dng', 'brmuka', 'masam', 'kecut', 'mlihat', 'si', 'derita', 'beban', 'sumpah', 'mrk', 'jd', 'awat', 'dsb', 'dmn', 'trhdp', 'si', 'derita', 'mudah', 'sy', 'aj', 'yg', 'prlakukn', 'bgtu', 'jng', 'yg', 'kasi', 'mrasakan', 'ap', 'yg', 'mrk', 'rasa', 'prlakukan', 'sprt', 'ituseolah', 'mrk', 'hebatpdhl', 'mmng', 'sdh', 'tugas', 'mulia', 'bgi', 'mrk', 'bgi', 'yg', 'mnyadari', 'sih', 'dng', 'tugasx']"
1472,"['coba', 'deh', 'yg', 'kelola', 'bpjs', 'jgn', 'yg', 'dungu', 'jgn', 'yg', 'ideot', 'parah', 'iniyg', 'waras', 'deh', 'tolong', 'anggota', 'dpr', 'wakil', 'rakyat', 'coba', 'urus', 'deh']"
1473,"['standar', 'bpjs', 'bgmn', 'sih', 'layan']"
1474,"['tuh', 'ribka', 'nyambung', 'masyarakat', 'sebenernya']"
1475,"['tuju', 'bu']"
1476,"['fokus', 'ngupilnyawkwkwk']"
1477,"['angggota', 'hormat', 'dpr', 'komisi', 'pandang', 'rendah', 'tim', 'bpjs', 'menteri', 'kesehatantapi', 'perhati', 'seksama', 'kontribusi', 'anggot', 'dpr', 'hormat', 'bpjscuma', 'keluh', 'amarah', 'wakil', 'rakyat', 'solusi', 'dukung', 'perintah', 'capai', 'cita', 'cita', 'adil', 'makmurbukankah', 'bicara', 'urus', 'bpjs', 'nggak', 'caci', 'maki', 'nggak', 'amarah', 'kebenciangotong', 'royong', 'bantu', 'jalan', 'menteri', 'kesehatanpaham']"
1478,"['pas', 'bpjs', 'alas', 'gak', 'aktif', 'kartu', 'salah', 'puskes', 'lagibanyak', 'dehyg', 'bpjs', 'bayar', 'gaji', 'pegawai', 'korupsi', 'jabat', 'aja']"
1479,"['cantikx', 'bekebaya', 'ping', 'tp', 'ngupil', 'anggota', 'dewan', 'ga', 'etika', 'bu']"
1480,"['bpjs', 'baris', 'janda', 'soksis']"
1481,"['pemrintah', 'zolim', 'bpjs', 'keshtan', 'tdk', 'realitas', 'bawah', 'warga', 'miskin']"
1482,"['merinding', 'denger', 'bu', 'ribka', 'tjiptaninghajar', 'trus', 'bujgn', 'tahan', 'mulut', 'ibulepaskan', 'sajakebenaran', 'yg', 'pecut', 'perintah']"
1483,"['tuju', 'dr', 'ribka', 'yg', 'idialis', 'berani', 'benar', 'contoh', 'jarang', 'yg', 'berani', 'dr', 'ribka', 'takut', 'resiko', 'tdk', 'pangkat', 'tp', 'dr', 'ribka', 'tdk', 'pusing', 'dgn', 'pangkatjabatan', 'dr', 'ribka', 'bener', 'yg', 'budak', 'jabat', 'tks']"
1484,"['boro', 'gua', 'hidup', 'buka', 'data', 'link', 'gw', 'tinggal', 'asu', 'sistem', 'menkes']"
1485,"['bu', 'rifka', 'the', 'best']"
1486,"['oughini', 'orgnyayg', 'nama', 'ribka', 'ciptaningsmg', 'skrg', 'jalan', 'lurus', 'jln', 'yg']"
1487,"['terima', 'kasih', 'ungkap', 'dampaikan', 'pa', 'ansori', 'wakil', 'pns', 'daerah', 'bola', 'pingpong', 'oknum', 'rsu']"
1488,"['koment', 'gagal', 'fokus', 'ama', 'yg', 'busana', 'pink', 'she', 'couldnt', 'live', 'without', 'mobile', 'phone', 'sampe', 'meeting', 'parlement', 'sibuk', 'ama', 'hp', 'mulu']"
1489,"['fungsi', 'dewas', 'bubar', 'dewasdewasnya', 'ga', 'kerja']"
1490,"['bpjs', 'dilatarbelakangi', 'bukankkah', 'bpjs', 'bisnis', 'uang', 'yg', 'kucur', 'perintah', 'pusat', 'daerah', 'rakyat', 'daerahnyakenapa', 'bpjs']"
1491,"['kmi', 'sebage', 'rakyat', 'tolak', 'bpjs', 'yg', 'sngt', 'sengsara', 'kn', 'rakyat', 'trus', 'knp', 'presiden', 'jokowi', 'duduk', 'diam', 'aja', 'goblok', 'kau', 'jokowi', 'bajing', 'slm', 'ntb']"
1492,"['kartu', 'kayak', 'gtu', 'dapetin', 'kartu', 'ektp', 'aja', 'antrinunggu']"
1493,"['andai', 'kartu', 'keluar', 'perintah', 'kartu', 'cepat', 'lodingnya']"
1494,"['pribumi', 'menang']"
1495,"['bu', 'sy', 'alami', 'pasien', 'yg', 'hrs', 'cari', 'kamar']"
