,Comment,english_translate,polarity,Label
362,vaksin terbaik adalah konsisten menjaga pola makan pola tidur olahraga menjaga iman dan pikiran gigi manusia purba bisa bertahan puluhan tahun padahal mereka tidak pernah pakai pasta gigi nenek kita terdahulu juga umurnya panjang padahal mereka tidak terlalu mengandalkan obat kimia atau cairan kimia tidak semua tubuh bisa menyesuaikan dengan reaksi obat apalagi vaksin itulah sebabnya ada istilah alergi atau abnormal reaction apa buktinya laporan koran tempo dan kompas relawan vaksin covid meninggal di brazil dan relawan vaksin covid juga ada yang mengalami sakit misterius setelah vaksin di oxford segala hal yang alami lebih baik dari kimia tidak ada jaminan orang yang divaksin maka akan panjang umur dan terjamin dari penyakit kawanku efek sampingnya juga belum kita tahu komposisi kredibel uji klinisnya proses pembuatan cairan vaksin kita sama sekali tidak tahu ketua idi menilai efektifitas vaksin hanya bertahan bulan laporan media kumparan novel baswedan sekeluarga sembuh dari corona karena rutin istirahat dan komsumsi rebusan jahe madu dan kencur jokowi juga mengandalkan jahe merah sehari dalam ungkapannya di media tribun news ini artinya masih ada alternatif lain selain vaksinasi karena kasus yang sembuh tembus ratusan ribu tanpa divaksin pun ada yang sembuh karena herbal atau mengkonsumsi banyak buah dan rutin olahraga jika banyak yang sembuh dengan herbal itu artinya kita belum di titik level urgensi darurat darurat artinya sudah tidak ada lagi pilihan lain ditambah lagi negara kita potensial di bidang rempah herbal laporan bbc indonesia bahwa para relawan vaksin di universitas oxford mengalami penyakit yang tidak bisa dijelaskan medis setelah disuntikkan vaksin covid ahli epidemologi universitas indonesia menilai vaksin ini resikonya belum diketahui dan harus ditahu betul parameter keamanannya ikuti hati nurani kalian kawan allah akan membimbing kita ke arah yang lebih baik amin,"the best vaccine is to consistently maintain a diet, sleep patterns, exercise, maintain faith and mind. Early human teeth could last decades even though they never used our grandmother's toothpaste, they also had a long life even though they didn't rely too much on chemical drugs or chemical fluids, not all bodies can adjust to drug reactions, especially vaccines, that's why there are terms allergies or abnormal reactions, what is the proof in the old newspaper reports and compass of covid vaccine volunteers died in Brazil and covid vaccine volunteers also experienced mysterious illness after the vaccine in Oxford, everything that is natural is better than chemistry, there is no guarantee People who are vaccinated will have a long life and will be guaranteed from my friend's disease. The side effects are also not known yet, we don't know the credible composition of the clinical trials, the process of making vaccine fluids, we don't know at all. the regular arena of rest and consumption of honey ginger stew and kencur Jokowi also relies on red ginger a day, in his statement in the news tribune, this means that there are still other alternatives besides vaccination because cases that have recovered have reached hundreds of thousands without being vaccinated. routine exercise, if many recover with herbs, it means that we are not at the level of urgency in an emergency, meaning that there are no other options, plus our country has potential in the field of herbal spices. BBC Indonesia reports that vaccine volunteers at Oxford University are experiencing an unexplained disease medical after being injected with the covid vaccine, an epidemiologist at the University of Indonesia assessed that the risk of this vaccine is unknown and the safety parameters must be known well, follow your conscience friends, Allah will guide us in a better direction, amen",0.16550000000000004,2
363,laut natuna sudah selesai ya gaes besok aku mau bisnis sinovac ah kayaknya bisnis nya mantap gaes,"Laut Natuna is finished, guys. Tomorrow I want the Sinovac business, I think the business is great, guys",0.8,2
382,ya allah mau sekolah lagi kaya dulu,yes allah wants to go to school again first,0.225,2
383,pak yang ori nya kemana kenapa harus di modifikasi lagi efek nya kan beda buat rakyat jangan kasi yang kw kasian rakyat,"Sir, where is the original, why should it be modified again, the effect is different for the people, don't give it to the people I miss",0.1875,2
384,semula januari akhirnya dimajukan ke desember gara gara luhut dan erick,Originally January finally pushed forward to December because of Luhut and Erick,0.1875,2
386,maaf kepada pemegang kebijakan sebaiknya transparan isi kandungan vaksinnya untuk kebaikan bersama,"sorry to policy holders, it is better if the contents of the vaccine are transparent for the common good",0.09999999999999999,2
388,pak jokowi jangan terpamcing dengan keadaan korona soalmati dah takdir dari yang kuasa nilihat bayak masatakat yang harus lihat pada mengeluh gara isukorona,"Pak Jokowi, don't be tempted by the corona situation, about death and fate, from those who have the power to see many people who have to look at complaining about Isukorona",0.5,2
392,test dulu,test first,0.25,2
393,paling banter seperti duit triliun,at best like trillions of money,1.0,2
394,tapi vaksin corona sinovac itu untuk masyarakat negara china aja kan bukan untuk masyarakat negara indonesia,"but the synovac corona vaccine is only for the people of the Chinese state, right, not for the people of the Indonesian state",0.09523809523809523,2
400,komennya banyak yang negatif bisanta cuma nyalahin pemerintah terussssssss bukannya berdoa yang terbaik gitu hmmmm,Many negative comments can only blame the government continuously instead of praying for the best hmmmm,0.3,2
402,mumpung upin ipin belum mulai mending nonton ini dulu ga kalah lucunya,"while Upin Ipin hasn't started watching this yet, it's funny",0.25,2
403,gue lebih dukung vaksin unair lokal daripada import walau di kelola dalam negeri sinovac made on chinese,I support local UNAIR vaccines more than imports even though they are managed domestically. Sinovac made on Chinese,0.16666666666666666,2
408,kl beli sepeda baru siapa yang pertama make kl vaksin piye,"When I bought a new bicycle, who was the first to use the Piye vaccine?",0.19318181818181818,2
409,dari covid aku tau betapa enaknya kalau bisa kerja freelance di rumah aja,From Covid I know how nice it is to be able to freelance at home,0.55,2
413,tiongkok lagi haha kena prank aduh,in china again haha ​​got prank ouch,0.2,2
414,sudah banyak yang tau tujuan dari vaksjn itu apa sebenarnya cuma tidak berani terang terangan menjelaskan you know lah sudah banyak hero kita yang di bungkam dengan uu ite,"many already know what the purpose of the vaccination is, just don't dare to openly explain you know that many of our heroes have been silenced by uu ite",0.3333333333333333,2
415,vaksin untuk mencegah infeksi penyakitnya yang bilang kalau vaksinnya keluar biar pejabat duluan yang makai ya malah enak pejabat nya wkwk lagian sekarang ga ada vaksin para pejabat juga gppa kan ngapain pada nyuruh pejabat yang duluan aneh sekale yang terpenting tetap berusaha menjaga kesehatan masing masing dan berdoa kepada allah ga usah saling hujat ga guna,"a vaccine to prevent infection, the disease says that if the vaccine comes out, the officials will use it first, the officials are even better, even though now there is no vaccine. God, don't blaspheme each other",0.20833333333333334,2
416,virus dari cina alat rapidtest dari cina alat medis swab dari cina vaksin pasti dari cina lagi cina dirimu luar biasa wkwkwkwk,virus from china rapidtest tool from china medical tool swab from china vaccine definitely from china again china you are amazing wkwkwkwk,0.20000000000000004,2
418,ridwan kamil jangan cuma masuk daftar relawan di live wkt penyuntikannya,"ridwan kamil, don't just enter the volunteer list at the live time of the injection",0.13636363636363635,2
421,yang bilang ini bukan dokter bukan expert vaksin juga ada baiknya nunggu kabar saja dari professional bidang vaksin kesehatan,"those who say this is not a doctor, not a vaccine expert. It is also good to wait for news from health vaccine professionals",0.7,2
423,this is real real leader ridwan kamil,this is real real leader ridwan kamil,0.30000000000000004,2
426,mmmmm nunggu testimoni dulu lah kalau aman baru suntik,"mmmmm, wait for the testimonial first, if it's safe, then the injection",0.375,2
429,kemarin perasaan beritanya vaksin nya sudah siap edar yang benar yang mana sih,"yesterday the feeling was the vaccine was ready for distribution, which one is it?",0.2,2
432,yang comment negatif bang jago semua,all the negative comments are good,0.19999999999999998,2
433,dari dulu kayaknya si presiden ngomong ubatnya sudah siap sudah siap terus,"From a long time ago, it seemed like the president said that his medicine was ready and ready",0.11666666666666668,2
438,korona ini macam senggolan secara halus untuk orang indonesia yang tidak resmi di indonesia karna banyak kasus kira kira teguran tuhan seperti itu pada kita semua hehe judul mati dong pada masyarakat yang tidak resmi kasian pak,"Corona is a kind of subtle nudge for unofficial Indonesians in Indonesia because there are many cases, I think God's reprimand is like that for all of us hehe title is dead to the unofficial community, poor sir",0.033333333333333326,2
439,itu fix atau masih bisa berubah,it is fixed or can still be changed,0.1,2
442,ga manggil ahli it lagi pak biar hari kelar kaya dulu eh yang dulu akhirnya kelar ga sih lol,"I don't call that expert anymore sir so that the day is finished, uh, the old one is finally over lol",0.3,2
443,kaga sekalian nih buat microchipnya ditangan,"right now, make the microchip in hand",0.2857142857142857,2
447,wah lima bulan lagi habis itu napa sekolah lagi,"wow in five months, why don't you go to school again",0.1,2
448,assalamualaikum yang membutuhkan furniture silahkan hubungi saya di wa untuk lebih jelasnya bisa kunjungi chanel saya mebel indonesia terima kasih,"assalamualaikum who need furniture please contact me at wa for more details, you can visit my channel, Indonesian furniture, thank you",0.5,2
451,biar yang di istana duluan di vaksin dilanjut sama yang di gedung dpr mpr di lanjut mentri menterinya jangan rakyat yang dikorbankan,"so that those in the palace were first vaccinated, followed by the same in the mpr dpr building, the minister continued, not the people who were sacrificed",0.125,2
453,pimtar memang para penguasa bekonomi join bikin virus baru mereka bikin vaksinnya lalu mereka produksi besarran lah terus isi vaksin halal,"Pimtar, indeed, the rulers of Bekonomi join forces to make a new virus, they make the vaccine, then they produce a large quantity and then fill in the halal vaccine",0.17532467532467533,2
454,siap di uji coba sama rakyatnya kali hehehee,ready to be tested with the people next time hehehee,0.1,2
457,ayok pada nikah mumpung lagi pandemi gak perlu bayar resepsi loh kalo keburu bulan januari sudah ada vaksinnya,"Come on when you get married while there is a pandemic, you don't need to pay a reception, if you hurry in January there is a vaccine",0.25,2
459,yang yakin sama corona silahkan di vaksin,"those who are sure of corona, please get a vaccine",0.5,2
461,komentar nya pada negatif bisa ga sih berdoa aja yang terbaik gitu,the comments on the negative can you just pray for the best,0.35,2
463,lebih cepat lebih bagus kenapa harus januari,the sooner the better why should it be January,0.5,2
465,meninggalkan semua baru ada vaksin,leaving all new vaccines there,0.13636363636363635,2
469,obyekan baru yess,yess's new object,0.13636363636363635,2
472,jadi kaya film kings man,so rich kings man film,0.375,2
474,artinya sinovac itu juga di pakai seluruh dunia donk kok rasanya indonesia aja yang ribut sinovac artinya negara lain kalau mmg sinovac berhasil bisa dipakai atau kita ini gerbong terlambat artinya negara lain sudah pakai kita ngikut aja,"This means that synovac is also used all over the world, why does it feel like Indonesia is noisy. Sinovac means other countries, if mmg Sinovac is successful, it can be used or we are a late carriage, meaning other countries are already using us.",0.05,2
487,pak jokowi tolong tegas kan pns di riau gara gubenur riau banyak yang kena covid,"Pak Jokowi, please emphasize the PNS in Riau because many of Riau's governors have contracted Covid",0.5,2
488,bayar apa gak kalau bayar sama aja yang dh gak punya kerjaan gak punya penghasilan bagaimana gak bisa pk vaksin sama aja kalau gratis lahi masa pandemi begini gpp yang penting slamatkan umat manusia jangan mentingang kan keuntungan pikirkan negara dn rakyat supaya makmur jangan di duit kan ya,"pay or not if you pay the same, those who don't have work, don't have income, how come you can't just get the same vaccine, if it's free, during a pandemic like this, Gpp, the important thing is to save mankind, don't think about profit, think about the country and the people so that you don't have money, right?",0.21714285714285717,2
